ID,2_Boca_Rio_8_28_20,12_Boca_Rio_4_14_21,6_Boca_Rio_12_30_20,10_Boca_Rio_3_14_21,14_Boca_Rio_5_5_21,8_Boca_Rio_1_27_21,5_Radio_Club_12_30_20,1_Radio_Club_8_28_20,7_Radio_Club_1_27_21,4_Boca_Rio_11_10_20,9_Radio_Club_3_14_21,3_Radio_Club_11_10_20,13_Radio_Club_5_5_21
Burkholderiales bacterium PBB4,57,899,123,186,52,308,231,81,692,243,126,241,206
Burkholderiales bacterium PBB5,44,616,64,65,27,71,82,129,193,202,27,175,280
Burkholderiales bacterium PBB6,47,167,35,26,28,67,49,61,98,189,50,131,140
Burkholderiales bacterium RIFCSPHIGHO2_01_FULL_63_240,19,91,87,49,25,112,167,27,231,455,35,283,115
Burkholderiales bacterium RIFCSPHIGHO2_01_FULL_64_960,3,19,16,20,2,31,107,29,106,80,113,265,86
Burkholderiales bacterium RIFCSPHIGHO2_02_FULL_64_19,0,0,0,0,0,0,2,0,2,5,0,2,3
Burkholderiales bacterium RIFCSPHIGHO2_02_FULL_66_10,0,7,1,3,0,3,4,1,8,16,5,20,2
Burkholderiales bacterium RIFCSPHIGHO2_12_63_9,3,7,10,12,104,11,36,15,42,16,45,161,47
Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_61_11,46,711,33,29,28,60,93,56,152,176,62,209,99
Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_63_20,0,0,2,2,0,6,6,0,12,4,1,12,1
Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_65_48,2,15,13,18,1,32,75,0,71,37,75,382,32
Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_67_38,0,11,0,4,0,3,0,0,5,3,2,4,1
Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_69_20,102,1387,79,67,56,84,139,125,197,320,60,159,228
Burkholderiales bacterium RIFCSPLOWO2_02_FULL_57_36,43,340,66,39,35,78,71,156,93,209,44,78,102
Burkholderiales bacterium RIFCSPLOWO2_02_FULL_66_35,2,7,0,12,1,13,3,1,43,22,14,25,14
Burkholderiales bacterium RIFCSPLOWO2_02_FULL_67_64,0,0,2,5,0,4,2,0,15,21,8,19,10
Burkholderiales bacterium RIFCSPLOWO2_12_67_14,0,3,1,0,0,3,3,0,5,8,2,7,4
Burkholderiales bacterium RIFCSPLOWO2_12_FULL_61_40,67,2066,70,124,53,192,189,181,383,475,174,493,151
Burkholderiales bacterium RIFCSPLOWO2_12_FULL_64_33,0,6,12,42,2,48,109,1,103,65,111,810,49
Burkholderiales bacterium RIFCSPLOWO2_12_FULL_64_99,1,22,231,118,5,385,417,10,627,771,42,588,41
Burkholderiales bacterium RIFCSPLOWO2_12_FULL_65_40,9,251,288,847,12,895,1880,157,1898,1071,1980,13116,843
Burkholderiales bacterium RIFCSPLOWO2_12_FULL_67_210,0,11,3,1,0,1,3,0,15,13,3,19,3
Burkholderiales bacterium RIFOXYC12_FULL_60_6,1,66,6,18,1,34,19,8,54,42,22,23,25
Burkholderiales bacterium RIFOXYC12_FULL_65_23,7,23,125,203,4,1457,123,93,647,1340,142,814,48
Burkholderiales bacterium RIFOXYC2_FULL_59_8,1,2,1,3,0,6,1,0,2,8,1,4,4
Burkholderiales bacterium RIFOXYD12_FULL_59_19,21,251,27,22,11,112,75,92,137,109,46,114,83
Burkholderiales bacterium RIFOXYD2_FULL_59_8,0,9,1,2,0,5,4,0,13,3,6,3,0
Burkholderiales bacterium,1195,7146,879,1072,1935,1457,1644,3685,3377,6096,1270,4687,6198
[Polyangium] brachysporum,56,353,42,57,31,54,83,142,112,244,65,163,132
uncultured Burkholderiales bacterium,0,0,5,0,0,2,0,0,0,1,0,0,0
Paucibacter aquatile,10,236,25,29,12,32,47,20,53,124,30,119,58
Paucibacter oligotrophus,17,151,26,24,20,31,46,53,68,120,49,124,68
Paucibacter sp. KBW04,37,208,23,18,41,30,57,66,82,123,32,87,76
Paucibacter sp. KCTC 42545,54,223,31,31,61,44,71,112,84,165,101,184,93
Paucibacter toxinivorans,82,1006,50,75,28,60,76,164,165,258,66,195,188
Piscinibacter aquaticus,35,151,20,15,17,21,35,23,55,91,12,78,62
Piscinibacter defluvii,79,769,68,41,29,90,88,145,196,346,54,260,164
Piscinibacter sp. HJYY11,44,423,97,44,42,69,64,57,145,289,44,141,133
Piscinibacter sp. Jin2,37,96,10,12,7,26,42,54,42,105,29,91,92
Pseudorivibacter rhizosphaerae,71,465,40,35,37,52,72,134,105,240,73,182,156
Rhizobacter gummiphilus,31,311,157,46,22,178,117,66,171,232,64,194,108
Rhizobacter sp. AJA081-3,53,640,55,36,59,71,64,85,156,231,52,156,108
Rhizobacter sp. OV335,19,254,24,7,14,23,33,47,55,91,24,54,67
Rhizobacter sp. Root1221,70,455,125,52,34,176,87,143,162,234,53,133,63
Rhizobacter sp. Root16D2,0,2,1,4,1,2,3,6,4,6,1,8,0
Rhizobacter sp. Root29,0,0,0,0,0,0,0,0,0,1,0,0,0
Rhizobacter sp. Root404,52,851,55,58,21,63,56,106,97,181,44,130,146
Rhizobacter sp. SG703,9,94,13,15,19,15,21,17,28,74,14,37,24
Rivibacter subsaxonicus,60,382,38,24,33,47,62,74,96,204,46,91,124
Roseateles aquatilis,54,123,28,21,129,20,49,50,49,119,43,104,48
Roseateles depolymerans,61,274,43,43,67,68,74,122,96,186,76,154,71
Roseateles sp. YR242,13,103,21,8,19,29,18,102,43,80,19,65,51
Roseateles terrae,17,51,27,35,15,22,28,18,23,71,10,44,63
Rubrivivax albus,158,1560,169,89,68,119,144,198,262,1930,61,437,308
Rubrivivax benzoatilyticus,4,48,2,6,0,8,20,11,15,36,14,35,14
Rubrivivax gelatinosus,69,562,163,123,66,182,325,137,280,1124,141,788,267
Rubrivivax sp. A210,73,584,54,58,51,97,136,267,217,368,98,255,226
Rubrivivax sp. JA1024,12,31,8,11,4,19,18,13,9,52,9,41,10
Rubrivivax sp. JA1026,3,7,6,5,1,11,21,22,11,27,5,26,17
Rubrivivax sp. JA1055,0,2,0,4,0,0,1,2,0,0,2,1,0
Rubrivivax sp. SCN 70-15,24,975,46,29,29,42,72,57,102,197,31,129,138
Rubrivivax sp. SCN 71-131,37,474,43,33,20,54,104,137,135,264,53,211,117
Rubrivivax sp.,182,1285,263,209,183,425,341,477,761,964,226,671,499
Saezia sanguinis,52,123,28,25,28,30,60,5499,37,137,86,77,92
Sphaerotilus hippei,100,209,34,39,36,82,97,79,217,286,80,228,139
Sphaerotilus montanus,63,407,92,92,41,199,244,71,981,451,261,253,112
Sphaerotilus natans,43,317,85,287,61,213,776,160,920,1912,1974,2340,218
Sphaerotilus sp. ATCC 13925,0,0,0,1,0,4,2,0,2,4,5,2,5
Tepidicella baoligensis,153,444,44,75,47,146,137,1202,207,696,102,506,722
Tepidicella xavieri,138,311,38,67,36,100,143,1138,172,643,110,435,625
Tepidimonas alkaliphilus,78,89,17,12,10,26,28,88,35,135,33,95,86
Tepidimonas aquatica,24,59,15,9,8,25,27,35,29,98,26,77,99
Tepidimonas charontis,81,192,27,33,21,42,86,339,81,332,72,272,219
Tepidimonas fonticaldi,86,187,48,41,30,67,712,245,106,341,63,348,314
Tepidimonas ignava,25,43,12,15,21,18,47,238,42,132,34,102,94
Tepidimonas sediminis,42,75,8,18,18,41,40,111,50,197,28,87,116
Tepidimonas taiwanensis,85,257,46,41,33,74,242,538,136,423,111,266,285
Tepidimonas thermarum,58,153,37,36,21,85,116,154,142,363,128,530,289
Thiomonas arsenitoxydans,2,6,13,9,6,8,18,17,13,19,8,35,14
Thiomonas bhubaneswarensis,21,55,17,19,6,29,61,59,28,96,30,103,57
Thiomonas delicata,14,39,11,17,3,24,46,45,40,66,35,140,68
Thiomonas intermedia,17,85,20,14,29,25,91,36,41,157,47,154,52
Thiomonas sp. 13-64-67,0,11,3,2,6,3,4,1,4,7,1,11,12
Thiomonas sp. 13-66-29,9,24,2,3,1,3,8,1,5,11,4,8,10
Thiomonas sp. 14-64-326,0,31,3,5,2,5,27,1,12,22,21,27,6
Thiomonas sp. 14-66-4,0,0,0,0,0,0,0,0,0,0,1,1,0
Thiomonas sp. 15-63-373,0,17,1,0,0,3,5,0,7,6,4,4,1
Thiomonas sp. 15-66-11,5,1,2,0,4,4,7,14,14,13,2,9,1
Thiomonas sp. 20-64-5,21,40,4,16,7,8,37,16,18,56,28,66,40
Thiomonas sp. 20-64-9,2,8,2,3,0,4,8,2,4,15,9,29,4
Thiomonas sp. CB2,27,98,61,66,59,115,181,45,226,368,178,568,68
Thiomonas sp. CB3,2,16,5,2,2,4,5,9,16,17,0,18,29
Thiomonas sp. FB-6,53,139,25,19,19,18,23,102,27,108,44,75,141
Thiomonas sp. FB-Cd,46,112,17,46,17,47,75,92,84,155,46,172,136
Thiomonas sp. OC7,0,0,0,0,0,0,2,0,0,0,0,0,0
Thiomonas sp. SCN 64-16,4,0,2,3,8,1,13,1,5,20,8,24,9
Thiomonas sp. Sup16B3,0,0,0,0,0,0,0,0,0,0,0,0,2
Thiomonas sp. X19,33,199,35,30,32,50,83,78,76,124,37,166,118
uncultured Thiomonas sp.,0,0,0,0,0,0,0,0,0,0,0,1,0
Xylophilus ampelinus,81,353,35,32,19,65,116,85,136,187,101,293,127
Xylophilus rhododendri,50,572,40,45,18,80,78,135,129,229,94,269,185
Xylophilus sp. ASV27,103,667,39,52,46,81,165,59,217,311,215,433,157
Xylophilus sp. Leaf220,19,257,24,25,12,34,75,36,89,88,85,186,87
Xylophilus sp.,107,442,35,42,9,72,105,110,140,234,132,364,148
Candidatus Zinderia insecticola,1,1,2,0,0,0,1,0,1,1,1,0,0
Collimonas antrihumi,6,28,11,10,3,13,13,2,16,26,11,19,10
Collimonas arenae,35,134,22,25,27,33,42,41,48,92,42,77,47
Collimonas fungivorans,22,65,19,10,12,23,22,52,36,38,19,32,29
Collimonas humicola,16,48,14,4,1,15,19,30,24,21,7,17,17
Collimonas pratensis,7,47,12,13,16,13,22,25,29,22,17,31,36
Collimonas silvisoli,15,56,9,11,11,15,15,11,29,42,5,16,22
Collimonas sp. MPS11E8,0,1,0,0,0,0,0,0,0,0,0,0,0
Collimonas sp. OK242,12,153,4,5,3,27,11,15,8,24,11,11,13
Collimonas sp. OK307,11,19,5,8,3,11,11,9,19,17,6,22,15
Collimonas sp. OK412,1,23,8,5,8,6,8,14,11,20,10,20,22
Collimonas sp. OK607,3,123,13,4,5,6,11,35,31,31,13,36,33
Collimonas sp. PA-H2,15,12,4,5,10,5,8,25,11,33,11,17,9
Duganella aceris,15,37,27,15,20,38,47,15,70,48,12,28,28
Duganella alba,9,51,31,11,13,31,29,17,62,58,19,31,22
Duganella aquatilis,21,27,15,12,1,11,13,41,20,20,19,19,9
Duganella callida,31,77,33,23,37,27,14,18,57,73,10,23,35
Duganella fentianensis,14,18,7,1,19,12,10,10,28,19,5,17,19
Duganella flavida,11,24,13,7,7,10,20,12,39,30,10,20,26
Duganella guangzhouensis,26,75,16,36,15,36,40,41,91,77,29,70,31
Duganella lactea,29,38,26,19,6,34,34,95,83,86,16,62,40
Duganella levis,8,5,7,4,3,11,9,12,21,21,6,7,2
Duganella pernnla,9,17,9,8,9,19,8,23,42,37,3,29,21
Duganella phyllosphaerae,6,22,40,26,6,129,49,16,457,50,32,52,41
Duganella radicis,6,48,13,13,15,31,21,27,22,61,15,34,20
Duganella sacchari,3,7,10,15,27,15,4,39,18,16,6,16,64
Duganella sp. 1224,17,14,19,19,17,26,12,4,24,42,4,18,18
Duganella sp. 1411,6,52,21,16,24,39,38,16,89,62,8,34,18
Duganella sp. AF9R3,3,4,10,4,2,3,8,30,21,15,11,17,5
Duganella sp. BJB1802,2,12,1,5,0,4,5,9,7,5,9,12,5
Duganella sp. BJB475,0,0,0,0,0,1,2,10,2,3,2,5,1
Duganella sp. BJB476,0,1,1,0,2,1,4,6,3,4,0,2,1
Duganella sp. BK701,0,0,0,0,0,0,1,0,2,1,0,0,0
Duganella sp. CF458,6,36,17,5,1,22,24,22,25,40,9,24,16
Duganella sp. CF517,7,60,41,19,11,75,31,7,151,40,34,19,30
Duganella sp. CY15W,2,41,4,3,1,12,7,2,14,20,12,8,2
Duganella sp. FT27W,6,24,32,20,16,114,51,19,537,57,38,59,16
Duganella sp. FT3S,3,71,21,10,8,18,36,18,25,45,22,49,25
Duganella sp. GN2-R2,20,98,68,20,17,70,48,42,107,128,26,52,53
Duganella sp. HH101,1,5,4,0,0,1,5,1,7,8,5,10,5
Duganella sp. HH105,5,37,4,4,6,8,4,1,9,16,6,15,12
Duganella sp. HSC-15S17,9,19,19,8,9,18,21,11,49,31,16,23,11
Duganella sp. LX20W,3,67,12,13,0,7,5,13,19,25,6,15,40
Duganella sp. LX47W,16,72,9,24,25,18,19,10,17,53,13,37,20
Duganella sp. Leaf126,5,36,17,11,6,35,19,22,128,44,21,22,20
Duganella sp. Leaf61,9,29,31,16,9,90,35,29,374,39,29,26,5
Duganella sp. Root1480D1,21,52,9,6,8,13,7,9,34,38,7,28,15
Duganella sp. Root198D2,0,1,1,1,0,2,5,5,4,2,3,5,1
Duganella sp. Root336D2,5,7,1,5,2,3,3,0,3,6,3,3,6
Duganella sp. SG902,18,37,9,6,13,25,19,18,23,53,7,23,18
Duganella sp. sic0402,5,21,19,12,4,40,18,6,87,51,11,48,22
Glaciimonas immobilis,12,72,16,33,26,22,20,37,21,53,25,27,41
Glaciimonas soli,27,96,21,32,30,30,11,52,30,41,19,37,44
Glaciimonas sp. PAMC28666,23,133,13,14,12,23,15,39,22,46,22,36,28
Glaciimonas sp. PCH181,51,87,19,23,27,27,24,30,26,69,30,38,51
Herbaspirillum aquaticum,16,4,2,15,12,4,11,16,4,27,0,5,6
Herbaspirillum autotrophicum,26,157,19,18,12,22,30,166,58,111,40,71,58
Herbaspirillum camelliae,3,7,7,6,12,7,6,11,17,12,6,18,13
Herbaspirillum chlorophenolicum,5,49,5,4,8,14,13,66,29,33,19,27,25
Herbaspirillum frisingense,26,37,15,13,13,13,20,154,29,118,29,61,32
Herbaspirillum hiltneri,13,37,8,4,6,10,12,11,13,23,4,10,18
Herbaspirillum huttiense,5,14,3,1,14,5,10,3,9,23,7,18,19
Herbaspirillum lusitanum,4,38,2,7,11,14,11,26,3,28,8,18,21
Herbaspirillum rhizosphaerae,14,27,3,16,5,8,8,27,8,19,2,15,45
Herbaspirillum robiniae,22,68,17,19,12,14,13,36,15,47,7,28,35
Herbaspirillum rubrisubalbicans,9,94,11,21,10,21,29,12,39,57,21,66,19
Herbaspirillum seropedicae,54,73,27,28,31,49,35,66,33,97,22,72,57
Herbaspirillum sp. 1130,3,4,2,3,8,3,9,5,9,13,6,13,3
Herbaspirillum sp. 3R-3a1,0,1,0,0,0,0,0,0,0,0,0,0,0
Herbaspirillum sp. AP02,2,2,0,1,0,2,1,2,0,1,0,1,1
Herbaspirillum sp. AP21,0,0,0,0,0,1,0,0,3,0,1,1,0
Herbaspirillum sp. ASV7,17,58,9,20,9,10,19,23,13,62,19,22,34
Herbaspirillum sp. B39,2,7,0,3,7,1,0,2,4,12,1,3,4
Herbaspirillum sp. B501,1,1,1,0,2,1,3,1,0,1,1,1,0
Herbaspirillum sp. B65,6,1,0,2,1,1,13,2,8,7,13,17,3
Herbaspirillum sp. BH-1,1,4,3,6,1,3,3,0,8,8,8,35,2
Herbaspirillum sp. C9C3,0,4,1,2,1,2,7,10,1,15,1,9,5
Herbaspirillum sp. CAH-3,7,6,0,3,11,8,15,29,16,20,13,20,8
Herbaspirillum sp. CF444,12,52,14,11,7,2,10,8,8,18,11,13,3
Herbaspirillum sp. GW103,0,29,5,3,4,7,5,4,4,19,9,19,4
Herbaspirillum sp. HC18,42,204,38,28,38,57,29,32,52,193,35,81,69
Herbaspirillum sp. K1R23-30,46,181,43,33,29,48,31,83,65,184,36,93,99
Herbaspirillum sp. K2R10-39,74,164,25,24,12,46,37,89,38,136,29,95,78
Herbaspirillum sp. KP1-50,0,0,0,0,0,0,0,0,0,0,0,1,0
Herbaspirillum sp. LeCh32-8,7,31,15,15,10,10,5,19,12,25,6,38,32
Herbaspirillum sp. RU 5E,2,1,0,0,2,6,1,8,4,7,2,0,4
Herbaspirillum sp. RV1423,13,57,19,18,25,21,16,60,29,65,19,41,60
Herbaspirillum sp. SJZ099,11,129,0,0,2,0,3,1,2,12,0,9,3
Herbaspirillum sp. SJZ102,0,0,0,0,0,0,0,0,0,4,0,0,0
Herbaspirillum sp. SJZ107,16,54,105,27,9,64,49,112,119,191,25,36,58
Herbaspirillum sp. ST 5-3,49,117,42,39,26,61,38,94,69,211,45,87,72
Herbaspirillum sp. VT-16-41,1,6,6,1,4,3,7,15,4,12,6,12,12
Herbaspirillum sp. YR522,6,44,17,4,16,18,23,44,16,35,22,50,35
Herbaspirillum sp. meg3,4,65,9,11,9,14,28,10,31,44,42,87,22
Herminiimonas arsenicoxydans,26,70,28,15,29,52,31,225,49,112,23,60,62
Herminiimonas arsenitoxidans,23,44,28,22,7,49,36,23,59,91,16,41,15
Herminiimonas contaminans,15,34,10,14,1,17,12,43,19,43,19,43,9
Herminiimonas fonticola,16,44,23,21,13,74,23,32,90,101,30,41,36
Herminiimonas sp. CN,89,124,21,28,40,46,43,178,62,170,45,72,91
Herminiimonas sp. KBW02,10,22,11,11,4,29,9,9,21,36,11,13,8
uncultured Herminiimonas sp.,0,0,0,0,0,0,0,0,0,0,0,1,0
Janthinobacterium agaricidamnosum,16,58,31,28,27,38,33,16,86,96,29,60,31
Janthinobacterium lividum,32,95,44,31,36,85,69,62,221,151,43,80,34
Janthinobacterium psychrotolerans,12,50,31,27,9,237,58,57,1244,75,51,64,19
Janthinobacterium sp. 13,1,4,2,2,1,5,6,0,8,7,9,5,4
Janthinobacterium sp. 17J80-10,42,131,42,17,43,64,54,66,79,130,30,85,103
Janthinobacterium sp. 1_2014MBL_MicDiv,1,17,6,3,2,12,18,5,43,11,11,21,11
Janthinobacterium sp. 344,0,0,0,0,0,0,0,0,0,0,0,2,1
Janthinobacterium sp. 35,2,3,3,5,0,3,2,5,15,8,3,5,3
Janthinobacterium sp. 551a,0,0,0,0,0,0,2,0,2,0,0,0,0
Janthinobacterium sp. 61,0,3,11,1,1,6,9,0,6,4,6,7,2
Janthinobacterium sp. 64,0,3,3,8,3,12,7,1,44,10,6,10,10
Janthinobacterium sp. 67,1,8,3,1,1,13,3,0,21,7,7,5,2
Janthinobacterium sp. 75,0,0,1,0,1,4,2,3,16,3,1,7,4
Janthinobacterium sp. 78,0,4,1,1,0,13,16,4,21,9,0,17,4
Janthinobacterium sp. AD80,3,72,16,16,2,54,54,7,254,26,30,29,19
Janthinobacterium sp. Ant5-2-1,2,6,3,0,0,3,1,1,16,5,2,3,12
Janthinobacterium sp. B9-8,30,33,10,16,8,19,11,16,27,35,10,42,17
Janthinobacterium sp. BJB1,0,3,1,1,0,1,0,0,8,2,2,2,0
Janthinobacterium sp. BJB301,0,7,4,0,0,5,1,1,24,9,1,29,4
Janthinobacterium sp. BJB303,0,3,0,0,0,1,5,1,9,4,4,8,0
Janthinobacterium sp. BJB304,6,0,3,0,8,11,1,2,16,8,3,14,3
Janthinobacterium sp. BJB312,0,1,0,1,2,3,0,0,6,5,2,5,2
Janthinobacterium sp. BJB401,1,0,4,3,2,6,6,1,9,8,4,3,1
Janthinobacterium sp. BJB412,13,54,15,7,9,26,17,12,26,25,13,27,40
Janthinobacterium sp. BJB426,5,3,6,2,3,9,6,6,18,10,2,8,1
Janthinobacterium sp. BJB446,0,12,3,1,0,1,4,2,4,1,4,3,0
Janthinobacterium sp. CG23_2,1,23,14,7,2,22,25,119,43,21,15,54,19
Janthinobacterium sp. CG3,44,121,35,17,19,68,59,692,111,109,48,64,54
Janthinobacterium sp. EB271-G4-3-2,0,0,0,0,0,1,0,0,1,0,0,0,0
Janthinobacterium sp. EB271-G4-7A,0,4,0,1,1,0,1,2,4,2,0,3,0
Janthinobacterium sp. FT14W,2,10,3,4,4,6,9,7,10,11,6,10,1
Janthinobacterium sp. FT58W,9,58,55,38,47,110,62,34,464,68,38,83,39
Janthinobacterium sp. FT68W,1,16,2,3,1,15,14,4,30,5,0,10,3
Janthinobacterium sp. FW305-128,0,2,1,3,0,1,6,0,3,13,2,11,1
Janthinobacterium sp. FW305-129,1,26,3,0,0,6,10,6,27,6,9,3,1
Janthinobacterium sp. GW458P,2,7,6,1,5,4,0,0,5,4,2,2,0
Janthinobacterium sp. GW460P,0,0,0,0,0,0,0,2,0,0,0,0,0
Janthinobacterium sp. HH01,4,6,7,3,1,8,4,4,8,11,3,10,12
Janthinobacterium sp. HH100,0,2,2,0,0,0,0,0,0,0,1,0,0
Janthinobacterium sp. HH102,0,0,1,0,36,0,0,0,2,2,0,0,3
Janthinobacterium sp. HH103,0,0,0,0,0,0,1,1,1,0,1,6,1
Janthinobacterium sp. HH104,0,10,2,0,0,0,2,2,8,6,4,2,2
Janthinobacterium sp. HH106,16,6,43,58,37,23,3,0,17,39,1,0,7
Janthinobacterium sp. HH107,0,8,2,0,0,4,2,0,9,7,2,4,0
Janthinobacterium sp. HSC-3S05,0,0,0,3,1,1,0,6,6,5,1,0,0
Janthinobacterium sp. J3,0,0,3,0,0,0,0,0,1,1,1,0,0
Janthinobacterium sp. JC611,1,7,6,3,5,7,12,3,23,10,1,13,6
Janthinobacterium sp. K2E3,0,0,0,0,0,0,0,0,2,0,0,0,0
Janthinobacterium sp. KBS0711,0,1,1,0,0,2,0,0,4,3,3,5,1
Janthinobacterium sp. LM6,0,6,4,1,1,3,4,4,13,12,3,2,8
Janthinobacterium sp. MP5059B,1,0,1,0,0,5,6,6,12,7,6,2,2
Janthinobacterium sp. Marseille,14,36,23,14,7,46,42,54,52,88,28,61,23
Janthinobacterium sp. NKUCC06_STL,0,4,3,3,0,4,2,3,10,2,1,3,3
Janthinobacterium sp. NKUCC08_JDC,0,7,0,2,5,1,6,29,14,2,5,3,0
Janthinobacterium sp. OK676,0,0,1,0,0,0,5,2,12,6,1,6,3
Janthinobacterium sp. PAMC25594,2,9,10,1,2,10,11,8,29,24,6,9,11
Janthinobacterium sp. PC23-8,22,70,31,20,11,160,53,47,723,81,42,54,28
Janthinobacterium sp. PLB02,0,0,0,0,0,0,0,0,2,0,0,0,0
Janthinobacterium sp. RA13,5,2,2,1,2,7,5,1,20,4,1,4,0
Janthinobacterium sp. ROICE36,0,53,5,5,1,20,32,2,39,20,17,80,12
Janthinobacterium sp. S3M3,0,0,0,0,0,1,0,0,0,0,0,0,0
Janthinobacterium sp. TND4EL3,3,65,16,8,3,37,45,3,77,47,42,50,8
Janthinobacterium sp. UMAB-56,6,13,3,3,5,26,10,65,45,12,3,11,11
Janthinobacterium sp. UMAB-60,2,1,2,0,4,7,6,8,23,4,6,5,5
Janthinobacterium sp. YR213,1,1,0,0,1,0,2,0,2,4,1,5,0
Janthinobacterium sp.,0,0,0,0,0,1,1,0,2,0,0,1,0
Janthinobacterium svalbardensis,0,7,6,4,4,11,17,0,40,12,5,16,9
Janthinobacterium tructae,0,8,2,8,10,13,19,1,41,8,3,7,2
Janthinobacterium violaceinigrum,1,34,2,5,13,10,5,19,28,22,7,20,0
Lacisediminimonas profundi,89,281,69,56,42,60,51,117,71,182,63,88,209
'Massilia aquatica' Lu et al. 2020,1,3,4,1,6,4,10,0,12,4,4,5,3
Massilia albidiflava,34,62,315,31,8,204,55,44,280,563,12,59,33
Massilia alkalitolerans,7,23,624,68,4,478,327,13,712,1938,36,989,20
Massilia aquatica,8,56,26,12,8,35,11,6,63,51,20,30,18
Massilia arenosa,45,75,72,37,19,82,39,51,91,180,14,65,58
Massilia armeniaca,13,40,34,13,3,15,15,4,32,74,9,26,21
Massilia aromaticivorans,20,29,130,30,12,179,61,10,238,302,30,102,26
Massilia atriviolacea,11,56,42,35,17,119,34,22,171,58,11,29,20
Massilia aurea,26,57,588,170,13,1019,916,15,3279,559,892,348,66
Massilia brevitalea,0,0,0,0,0,0,0,0,0,1,0,0,0
Massilia buxea,23,135,53,20,12,60,23,24,85,126,27,57,45
Massilia dura,11,85,175,11,11,110,29,25,195,299,39,87,45
Massilia eburnea,12,87,12,15,6,15,12,17,23,51,10,44,22
Massilia eurypsychrophila,32,113,65,25,28,102,44,24,109,141,37,52,56
Massilia flava,35,67,68,25,7,54,27,38,111,165,27,67,46
Massilia frigida,13,18,19,11,12,30,16,31,44,51,5,12,15
Massilia genomosp. 1,8,19,16,8,3,25,19,9,39,23,11,13,14
Massilia ginsengisoli,62,112,30,32,35,27,26,25,47,101,22,28,24
Massilia glaciei,37,130,48,37,23,80,40,35,98,142,41,48,69
Massilia guangdongensis,32,74,37,26,19,44,35,9,43,140,22,64,24
Massilia haematophila,0,0,0,0,0,0,0,0,1,1,0,0,0
Massilia horti,36,58,59,17,33,69,31,79,83,147,25,61,54
Massilia lurida,35,64,67,20,16,46,26,33,95,118,9,36,34
Massilia lutea,33,59,561,34,20,299,80,254,294,605,25,76,33
Massilia mucilaginosa,5,36,16,10,6,29,17,19,46,35,7,16,16
Massilia namucuonensis,45,152,41,42,43,53,57,64,112,154,25,59,80
Massilia niastensis,30,94,125,38,22,149,72,18,291,292,36,131,54
Massilia oculi,28,72,455,56,13,545,303,136,1426,1058,78,882,53
Massilia phosphatilytica,3,33,30,7,7,26,12,10,34,51,12,31,17
Massilia plicata,12,63,53,23,8,64,38,28,83,121,31,33,25
Massilia polaris,12,29,71,26,4,122,29,30,121,102,11,53,35
Massilia psychrophila,23,139,45,17,14,36,20,38,56,132,30,37,35
Massilia putida,11,48,39,19,13,42,34,7,57,90,18,33,53
Massilia rhizosphaerae,21,34,28,14,10,43,32,24,40,135,15,45,25
Massilia rivuli,36,103,37,33,18,37,58,29,83,112,38,101,51
Massilia rubra,2,7,10,5,1,11,8,145,32,14,1,11,9
Massilia sp. 9I,58,61,301,66,25,233,184,18,401,757,121,565,55
Massilia sp. AB1,3,10,10,2,1,14,10,1,18,31,5,20,7
Massilia sp. BJB1822,1,26,4,4,0,16,4,11,19,22,9,8,30
Massilia sp. BSC265,6,18,463,31,2,336,166,37,422,1228,18,321,21
Massilia sp. Bi118,36,35,68,23,18,63,46,33,72,183,16,65,23
Massilia sp. CCM 8734,6,21,11,4,2,18,13,16,37,22,10,10,8
Massilia sp. CCM 8941,4,9,3,4,2,15,7,9,22,23,2,5,17
Massilia sp. CF038,22,127,69,58,14,151,61,31,206,102,25,51,49
Massilia sp. CFBP 13647,1,2,2,0,0,2,0,0,3,0,0,0,0
Massilia sp. CFBP 13721,0,0,2,0,0,1,0,0,1,0,0,0,0
Massilia sp. DM-R-R2A-13,29,84,54,21,14,56,36,69,55,173,12,37,49
Massilia sp. Dwa41.01b,0,17,43,5,0,21,19,2,22,44,3,12,17
Massilia sp. G4R7,11,42,279,22,9,252,152,28,507,748,34,176,35
Massilia sp. GEM5,5,15,141,22,3,232,87,18,539,223,49,194,15
Massilia sp. HC52,1,4,6,5,7,7,8,7,22,14,6,22,4
Massilia sp. HP4,11,38,699,91,9,1094,554,23,3306,990,104,1065,36
Massilia sp. IC2-278,33,43,1002,45,10,329,149,28,539,2958,36,218,36
Massilia sp. IC2-476,4,16,37,4,1,35,34,3,46,92,2,35,10
Massilia sp. IC2-477,5,8,41,4,11,34,11,2,61,107,7,18,8
Massilia sp. JS1662,6,25,16,4,22,25,6,10,35,50,2,28,16
Massilia sp. K1S02-61,28,157,82,35,18,87,38,36,121,129,19,84,37
Massilia sp. KIM,13,38,99,17,19,120,56,69,189,221,20,61,49
Massilia sp. LC238,9,26,348,30,14,303,150,7,387,965,32,377,12
Massilia sp. LPB0304,16,64,321,34,8,158,71,9,200,262,33,42,30
